episode,episode_reward,episode_is,episode_env_reward,episode_leftover_penalty,completed,mean_loss,epsilon,steps,strategy,is_twap
23,-947.1400409348348,947.1400409348348,-964.5868182785848,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
24,-2509.6624755858556,2509.6624755858556,-2509.6624755858556,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
25,-987.6428983650352,987.6428983650352,-987.5027616462852,0.0,1,0.0,1.0,16,dqn2_is_aligned,0
26,-834.1217067314717,834.1217067314717,-833.4910914970967,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
27,-2501.83746337882,2501.83746337882,-2501.83746337882,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
28,-1530.1508997580618,1530.1508997580618,-1601.5334681174368,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
29,-1373.9444269100275,1373.9444269100275,-1375.9833063045587,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
30,-816.9758576933707,816.9758576933707,-818.1354035918082,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
31,-689.4366657481374,689.4366657481374,-677.4666950450124,0.0,1,0.0,1.0,16,dqn2_is_aligned,0
32,-1403.9358323904073,1403.9358323904073,-1421.5505784841573,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
33,-1055.1042758095134,1055.1042758095134,-1060.4494906532634,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
34,-993.4232815813488,993.4232815813488,-994.7445706438488,0.0,1,0.0,1.0,16,dqn2_is_aligned,0
35,-1197.4588672010593,1197.4588672010593,-1189.7626391737156,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
36,-1642.3756694096005,1642.3756694096005,-1642.3756694096005,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
37,-1627.494861734213,1627.494861734213,-1627.494861734213,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
38,-1469.8125050402336,1469.8125050402336,-1469.8125050402336,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
39,-1025.6790970095756,1025.6790970095756,-1025.6790970095756,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
40,-1896.3152386691013,1896.3152386691013,-1897.2186200167575,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
41,-605.5582705510615,605.5582705510615,-600.578412152624,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
42,-1531.400407628409,1531.400407628409,-1531.400407628409,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
43,-1373.7045324754745,1373.7045324754745,-1375.6132849168807,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
44,-1304.2723864690895,1304.2723864690895,-1304.2823962347145,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
45,-911.4302907356204,911.4302907356204,-928.3131032356204,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
46,-2514.662475585851,2514.662475585851,-2514.662475585851,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
47,-1229.8924190059442,1229.8924190059442,-1234.8872920528192,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
48,-851.7481526680907,851.7481526680907,-885.3867635079345,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
49,-991.6939350126527,991.6939350126527,-991.9942279814027,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
50,-723.0338248139608,723.0338248139608,-783.759227645992,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
51,-505.71097994971547,505.71097994971547,-505.71097994971547,0.0,1,0.0,1.0,14,dqn2_is_aligned,0
52,-2191.6207743992836,2191.6207743992836,-2190.5469828953774,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
53,-1674.1583128986974,1674.1583128986974,-1667.8545409260412,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
54,-1054.8414891875177,1054.8414891875177,-1054.8414891875177,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
55,-1021.705894597708,1021.705894597708,-1021.5907822930205,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
56,-1231.5466966453494,1231.5466966453494,-1231.5466966453494,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
57,-997.0183257554951,997.0183257554951,-997.0183257554951,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
58,-1648.4292717893152,1648.4292717893152,-1658.5982171018152,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
59,-1321.37716674805,1321.37716674805,-1351.375946044925,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
60,-872.2661412403933,872.2661412403933,-872.2661412403933,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
61,-739.4326936102676,739.4326936102676,-737.4307404852676,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
62,-703.5935130343892,703.5935130343892,-694.5647044406392,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
63,-2514.41253662108,2514.41253662108,-2514.41253662108,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
64,-1712.143932358266,1712.143932358266,-1747.5004997410786,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
65,-918.4144398411626,918.4144398411626,-945.7829701146001,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
66,-1063.059515249592,1063.059515249592,-1063.059515249592,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
67,-1663.8080596150098,1663.8080596150098,-1664.2584990681348,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
68,-1168.9659692537327,1168.9659692537327,-1169.7116967927952,0.0,1,0.0,1.0,14,dqn2_is_aligned,0
69,-1679.2622910830303,1679.2622910830303,-1665.0164414736553,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
70,-722.9909430388485,722.9909430388485,-731.464209640411,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
71,-2514.612426757708,2514.612426757708,-2514.612426757708,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
72,-1116.293446232608,1116.293446232608,-1123.0350233810454,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
73,-1190.1266467524401,1190.1266467524401,-1193.1095569086901,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
74,-1198.591145561882,1198.591145561882,-1202.084553765007,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
75,-1026.5260547086036,1026.5260547086036,-1026.5260547086036,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
76,-1140.4291471796062,1140.4291471796062,-1140.1488737421062,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
77,-1917.2060885442877,1917.2060885442877,-1917.2060885442877,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
78,-1185.8020593100196,1185.8020593100196,-1185.8020593100196,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
79,-1234.9085364620264,1234.9085364620264,-1234.9085364620264,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
