episode,episode_reward,episode_is,episode_env_reward,episode_leftover_penalty,completed,mean_loss,epsilon,steps,strategy,is_twap
23,-947.1400409348348,947.1400409348348,-964.5868182785848,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
24,-2509.6624755858556,2509.6624755858556,-2509.6624755858556,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
25,-987.6428983650352,987.6428983650352,-987.5027616462852,0.0,1,0.0,1.0,16,dqn2_is_aligned,0
26,-834.1217067314717,834.1217067314717,-833.4910914970967,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
27,-2501.83746337882,2501.83746337882,-2501.83746337882,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
28,-1530.1508997580618,1530.1508997580618,-1601.5334681174368,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
29,-1373.9444269100275,1373.9444269100275,-1375.9833063045587,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
30,-816.9758576933707,816.9758576933707,-818.1354035918082,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
31,-689.4366657481374,689.4366657481374,-677.4666950450124,0.0,1,0.0,1.0,16,dqn2_is_aligned,0
32,-1403.9358323904073,1403.9358323904073,-1421.5505784841573,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
33,-1055.1042758095134,1055.1042758095134,-1060.4494906532634,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
34,-993.4232815813488,993.4232815813488,-994.7445706438488,0.0,1,0.0,1.0,16,dqn2_is_aligned,0
35,-1197.4588672010593,1197.4588672010593,-1189.7626391737156,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
36,-1642.3756694096005,1642.3756694096005,-1642.3756694096005,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
37,-1627.494861734213,1627.494861734213,-1627.494861734213,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
38,-1469.8125050402336,1469.8125050402336,-1469.8125050402336,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
39,-1025.6790970095756,1025.6790970095756,-1025.6790970095756,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
40,-1896.3152386691013,1896.3152386691013,-1897.2186200167575,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
41,-605.5582705510615,605.5582705510615,-600.578412152624,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
42,-1531.400407628409,1531.400407628409,-1531.400407628409,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
43,-1373.7045324754745,1373.7045324754745,-1375.6132849168807,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
44,-1304.2723864690895,1304.2723864690895,-1304.2823962347145,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
45,-911.4302907356204,911.4302907356204,-928.3131032356204,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
46,-2514.662475585851,2514.662475585851,-2514.662475585851,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
47,-1229.8924190059442,1229.8924190059442,-1234.8872920528192,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
48,-851.7481526680907,851.7481526680907,-885.3867635079345,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
49,-991.6939350126527,991.6939350126527,-991.9942279814027,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
50,-723.0338248139608,723.0338248139608,-783.759227645992,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
51,-505.71097994971547,505.71097994971547,-505.71097994971547,0.0,1,0.0,1.0,14,dqn2_is_aligned,0
52,-2191.6207743992836,2191.6207743992836,-2190.5469828953774,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
53,-1674.1583128986974,1674.1583128986974,-1667.8545409260412,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
54,-1054.8414891875177,1054.8414891875177,-1054.8414891875177,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
55,-1021.705894597708,1021.705894597708,-1021.5907822930205,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
56,-1231.5466966453494,1231.5466966453494,-1231.5466966453494,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
57,-997.0183257554951,997.0183257554951,-997.0183257554951,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
58,-1648.4292717893152,1648.4292717893152,-1658.5982171018152,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
59,-1321.37716674805,1321.37716674805,-1351.375946044925,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
60,-872.2661412403933,872.2661412403933,-872.2661412403933,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
61,-739.4326936102676,739.4326936102676,-737.4307404852676,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
62,-703.5935130343892,703.5935130343892,-694.5647044406392,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
63,-2514.41253662108,2514.41253662108,-2514.41253662108,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
64,-1712.143932358266,1712.143932358266,-1747.5004997410786,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
65,-918.4144398411626,918.4144398411626,-945.7829701146001,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
66,-1063.059515249592,1063.059515249592,-1063.059515249592,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
67,-1663.8080596150098,1663.8080596150098,-1664.2584990681348,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
68,-1168.9659692537327,1168.9659692537327,-1169.7116967927952,0.0,1,0.0,1.0,14,dqn2_is_aligned,0
69,-1679.2622910830303,1679.2622910830303,-1665.0164414736553,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
70,-722.9909430388485,722.9909430388485,-731.464209640411,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
71,-2514.612426757708,2514.612426757708,-2514.612426757708,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
72,-1116.293446232608,1116.293446232608,-1123.0350233810454,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
73,-1190.1266467524401,1190.1266467524401,-1193.1095569086901,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
74,-1198.591145561882,1198.591145561882,-1202.084553765007,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
75,-1026.5260547086036,1026.5260547086036,-1026.5260547086036,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
76,-1140.4291471796062,1140.4291471796062,-1140.1488737421062,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
77,-1917.2060885442877,1917.2060885442877,-1917.2060885442877,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
78,-1185.8020593100196,1185.8020593100196,-1185.8020593100196,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
79,-1234.9085364620264,1234.9085364620264,-1234.9085364620264,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
80,-1377.2394086505983,1377.2394086505983,-1377.2394086505983,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
81,-1157.0646783728673,1157.0646783728673,-1157.0646783728673,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
82,-862.5647122772294,862.5647122772294,-862.5647122772294,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
83,-945.0083604327326,945.0083604327326,-945.0083604327326,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
84,-1922.6236265567456,1922.6236265567456,-1922.6236265567456,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
85,-937.9630036126749,937.9630036126749,-938.1331696282999,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
86,-1539.588083021116,1539.588083021116,-1546.735055677366,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
87,-1223.6440917947089,1223.6440917947089,-1227.5629150368964,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
88,-1509.773973514988,1509.773973514988,-1509.573778202488,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
89,-1004.656705660429,1004.656705660429,-1004.656705660429,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
90,-1458.410367173944,1458.410367173944,-1456.038052720819,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
91,-1228.8266956716152,1228.8266956716152,-1225.8437855153652,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
92,-1657.2058527924798,1657.2058527924798,-1657.8351862885736,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
93,-964.0610277187604,964.0610277187604,-964.0610277187604,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
94,-1313.5262527466125,1313.5262527466125,-1326.0079421997375,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
95,-1003.9047126800536,1003.9047126800536,-1003.9047126800536,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
96,-1039.8845416794384,1039.8845416794384,-1041.9265338669384,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
97,-907.6801471906695,907.6801471906695,-907.6801471906695,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
98,-1622.7790120647498,1622.7790120647498,-1629.0420735881873,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
99,-857.0923996746773,857.0923996746773,-857.0923996746773,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
100,-1686.2312876802534,1686.2312876802534,-1690.5054576021284,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
101,-1700.553887570219,1700.553887570219,-1701.6118709686566,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
102,-1030.972086070339,1030.972086070339,-1030.972086070339,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
103,-930.4341935478376,930.4341935478376,-910.4756974540876,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
104,-1510.0072009018108,1510.0072009018108,-1510.0072009018108,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
105,-1481.464988766028,1481.464988766028,-1489.2326279261843,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
106,-1887.062208874944,1887.062208874944,-1886.471632703069,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
107,-867.4381578570504,867.4381578570504,-862.6830919390817,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
108,-1339.5268668079627,1339.5268668079627,-1339.5268668079627,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
109,-1090.6199674942807,1090.6199674942807,-1084.8343229630307,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
110,-2499.262542724523,2499.262542724523,-2499.262542724523,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
111,-1023.8726476743825,1023.8726476743825,-1023.8726476743825,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
112,-1924.8350749687968,1924.8350749687968,-1924.8350749687968,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
113,-1021.3482057860181,1021.3482057860181,-1015.7330934813306,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
114,-745.7460706718734,745.7460706718734,-747.9548109062484,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
115,-1043.68375418919,1043.68375418919,-1073.1219255759088,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
116,-704.9610217125723,704.9610217125723,-705.5682604821036,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
117,-1278.8119466811122,1278.8119466811122,-1277.8910482436122,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
118,-936.4597968637825,936.4597968637825,-932.4058417856575,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
119,-2182.8394602993476,2182.8394602993476,-2182.8394602993476,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
120,-951.2677460429072,951.2677460429072,-951.2677460429072,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
121,-811.3379334779141,811.3379334779141,-811.3379334779141,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
122,-1647.3471922451256,1647.3471922451256,-1647.3471922451256,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
123,-1280.6515323144001,1280.6515323144001,-1280.6415835839314,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
124,-989.870355653139,989.870355653139,-989.870355653139,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
125,-582.4826720437962,582.4826720437962,-582.4826720437962,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
126,-772.1210386444794,772.1210386444794,-772.1210386444794,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
127,-1899.9998960669673,1899.9998960669673,-1899.9998960669673,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
128,-908.7176958961588,908.7176958961588,-908.4976031227213,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
129,-1410.934944279406,1410.934944279406,-1411.1447831465935,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
130,-751.579611505315,751.579611505315,-757.024924005315,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
131,-972.4211385590717,972.4211385590717,-972.4211385590717,0.0,1,152.8574966430664,0.9997625,10,dqn2_is_aligned,0
132,-1898.3815070581995,1898.3815070581995,-1898.3815070581995,0.0,1,173.65192031860352,0.9993825,8,dqn2_is_aligned,0
133,-918.9821401871556,918.9821401871556,-918.9821401871556,0.0,1,161.4109204610189,0.9990975,6,dqn2_is_aligned,0
134,-754.8814206477381,754.8814206477381,-754.8814206477381,0.0,1,135.84510125054254,0.99867,9,dqn2_is_aligned,0
135,-1221.0357532609564,1221.0357532609564,-1221.7733631242377,0.0,1,176.57227071126303,0.9979575,15,dqn2_is_aligned,0
136,-1488.089939131526,1488.089939131526,-1488.089939131526,0.0,1,157.6606273651123,0.9973875,12,dqn2_is_aligned,0
137,-1887.45398947395,1887.45398947395,-1881.7122902552,0.0,1,223.28435516357422,0.9971025,6,dqn2_is_aligned,0
138,-1150.374105603948,1150.374105603948,-1150.374105603948,0.0,1,230.82393900553384,0.99696,3,dqn2_is_aligned,0
139,-1233.388179105964,1233.388179105964,-1244.3624222700264,0.0,1,184.11080387660436,0.9966275,7,dqn2_is_aligned,0
140,-749.4767203521742,749.4767203521742,-762.4818473052992,0.0,1,173.07164916992187,0.99639,5,dqn2_is_aligned,0
141,-1388.5176513407491,1388.5176513407491,-1388.2774169657491,0.0,1,146.59869050979614,0.99601,8,dqn2_is_aligned,0
142,-2180.031297681249,2180.031297681249,-2180.0162830328113,0.0,1,172.45782579694475,0.9956775,7,dqn2_is_aligned,0
143,-857.3386013297895,857.3386013297895,-857.3386013297895,0.0,1,177.06298700968424,0.9951075,12,dqn2_is_aligned,0
144,-716.1188707293556,716.1188707293556,-716.1188707293556,0.0,1,170.56691950017756,0.994585,11,dqn2_is_aligned,0
145,-2514.512481689394,2514.512481689394,-2514.512481689394,0.0,1,171.11715698242188,0.9945375,1,dqn2_is_aligned,0
146,-1897.6606040487372,1897.6606040487372,-1897.6606040487372,0.0,1,162.5988515218099,0.9942525,6,dqn2_is_aligned,0
147,-1896.5340606404602,1896.5340606404602,-1896.5340606404602,0.0,1,174.58792114257812,0.99411,3,dqn2_is_aligned,0
148,-761.7772606840617,761.7772606840617,-767.3927391996867,0.0,1,109.66643778483073,0.993825,6,dqn2_is_aligned,0
149,-851.7835178396657,851.7835178396657,-848.755502702947,0.0,1,173.48056182861328,0.99335,10,dqn2_is_aligned,0
150,-1673.75780054669,1673.75780054669,-1662.9402956638776,0.0,1,144.85552520751952,0.9931125,5,dqn2_is_aligned,0
151,-1131.7945092146324,1131.7945092146324,-1121.5669701521324,0.0,1,191.21813735961913,0.9926375,10,dqn2_is_aligned,0
152,-1691.7347741023816,1691.7347741023816,-1691.719759453944,0.0,1,140.9360343085395,0.99221,9,dqn2_is_aligned,0
153,-2501.962432861319,2501.962432861319,-2501.962432861319,0.0,1,89.42243957519531,0.9921625,1,dqn2_is_aligned,0
154,-691.9449978656568,691.9449978656568,-685.3334256000318,0.0,1,166.92159881591797,0.9916875,10,dqn2_is_aligned,0
155,-1211.567097033331,1211.567097033331,-1211.567097033331,0.0,1,172.57450442843967,0.99126,9,dqn2_is_aligned,0
156,-998.6606880055621,998.6606880055621,-998.5806098805621,0.0,1,157.99037053034857,0.9906425,13,dqn2_is_aligned,0
157,-1897.342001694422,1897.342001694422,-1897.422079819422,0.0,1,197.54486410958427,0.99031,7,dqn2_is_aligned,0
158,-1694.1766926025145,1694.1766926025145,-1693.9066730712645,0.0,1,144.20154898507255,0.9899775,7,dqn2_is_aligned,0
159,-753.1114118309647,753.1114118309647,-730.9156110497147,0.0,1,164.60293415614538,0.9893125,14,dqn2_is_aligned,0
160,-1151.5365169437468,1151.5365169437468,-1151.5215022953093,0.0,1,115.02701399061415,0.988885,9,dqn2_is_aligned,0
161,-800.1907367267386,800.1907367267386,-795.7063617267386,0.0,1,136.77629143851144,0.98822,14,dqn2_is_aligned,0
162,-1408.517723383558,1408.517723383558,-1408.517723383558,0.0,1,106.06938171386719,0.9879825,5,dqn2_is_aligned,0
163,-2198.011378233091,2198.011378233091,-2198.011378233091,0.0,1,130.36310577392578,0.9877925,4,dqn2_is_aligned,0
164,-1929.2079038267484,1929.2079038267484,-1929.2079038267484,0.0,1,183.94728088378906,0.9876975,2,dqn2_is_aligned,0
165,-1004.2098533544919,1004.2098533544919,-994.9708396826169,0.0,1,151.99584579467773,0.9875075,4,dqn2_is_aligned,0
166,-568.9534426374771,568.9534426374771,-568.9534426374771,0.0,1,137.7516394721137,0.98708,9,dqn2_is_aligned,0
167,-679.468975433698,679.468975433698,-672.0864681094793,0.0,1,150.68526223989633,0.9864625,13,dqn2_is_aligned,0
168,-670.4554571878032,670.4554571878032,-677.8576788674907,0.0,1,105.86629231770833,0.9861775,6,dqn2_is_aligned,0
169,-908.9710716466417,908.9710716466417,-924.8815941075792,0.0,1,121.45839996337891,0.98594,5,dqn2_is_aligned,0
170,-1671.6624819995836,1671.6624819995836,-1671.6624819995836,0.0,1,140.3521499633789,0.98556,8,dqn2_is_aligned,0
171,-1341.7036568284707,1341.7036568284707,-1341.7036568284707,0.0,1,163.22498321533203,0.985465,2,dqn2_is_aligned,0
172,-894.5309096970799,894.5309096970799,-844.8244887986424,0.0,1,120.03943239847818,0.9847525,15,dqn2_is_aligned,0
173,-1190.419884339015,1190.419884339015,-1202.00118316714,0.0,1,119.85805606842041,0.9843725,8,dqn2_is_aligned,0
174,-1005.0861173690754,1005.0861173690754,-1010.8016935409504,0.0,1,85.6276969909668,0.9841825,4,dqn2_is_aligned,0
175,-1239.2118663640222,1239.2118663640222,-1239.2118663640222,0.0,1,101.00309181213379,0.9838025,8,dqn2_is_aligned,0
176,-1012.2845818209605,1012.2845818209605,-1038.4200798678355,0.0,1,118.86489041646321,0.9832325,12,dqn2_is_aligned,0
177,-1901.1855804666625,1901.1855804666625,-1901.1855804666625,0.0,1,109.15974862234933,0.9829,7,dqn2_is_aligned,0
178,-1369.7924653787204,1369.7924653787204,-1369.5522310037204,0.0,1,106.82123600352894,0.9823775,11,dqn2_is_aligned,0
179,-1230.1167950954307,1230.1167950954307,-1215.0244489040244,0.0,1,93.09362745285034,0.9819975,8,dqn2_is_aligned,0
180,-2190.5869276874582,2190.5869276874582,-2188.3607313983957,0.0,1,109.5967321395874,0.9816175,8,dqn2_is_aligned,0
181,-2186.429667191938,2186.429667191938,-2187.9561564497503,0.0,1,120.3165762765067,0.981285,7,dqn2_is_aligned,0
182,-1627.2896864951217,1627.2896864951217,-1627.1495497763717,0.0,1,81.34938309409402,0.9807625,11,dqn2_is_aligned,0
183,-1662.1243363781723,1662.1243363781723,-1662.1243363781723,0.0,1,70.28658771514893,0.9804775,6,dqn2_is_aligned,0
184,-1112.5117950289189,1112.5117950289189,-1128.2231597750126,0.0,1,92.12624104817708,0.980335,3,dqn2_is_aligned,0
185,-1539.1117302496134,1539.1117302496134,-1539.1117302496134,0.0,1,106.74296315511067,0.9801925,3,dqn2_is_aligned,0
186,-828.699630874455,828.699630874455,-828.699630874455,0.0,1,81.69854888916015,0.9797175,10,dqn2_is_aligned,0
187,-1321.195312499981,1321.195312499981,-1321.195312499981,0.0,1,92.70713806152344,0.9796225,2,dqn2_is_aligned,0
188,-922.6604867462097,922.6604867462097,-921.6444955352722,0.0,1,57.955915451049805,0.9790525,12,dqn2_is_aligned,0
189,-2179.8450657772355,2179.8450657772355,-2179.299533550673,0.0,1,85.25536346435547,0.97872,7,dqn2_is_aligned,0
190,-1651.5613252682979,1651.5613252682979,-1645.4719087643916,0.0,1,53.646454620361325,0.9784825,5,dqn2_is_aligned,0
191,-698.6559482471637,698.6559482471637,-698.6559482471637,0.0,1,73.14934574473988,0.97796,11,dqn2_is_aligned,0
192,-2509.0624999999136,2509.0624999999136,-2509.0624999999136,0.0,1,76.80134582519531,0.9779125,1,dqn2_is_aligned,0
193,-1086.4112428795772,1086.4112428795772,-1063.770800985046,0.0,1,65.69075584411621,0.9775325,8,dqn2_is_aligned,0
194,-727.9937045646777,727.9937045646777,-713.0808017326465,0.0,1,64.4770559831099,0.97701,11,dqn2_is_aligned,0
195,-2502.5375366210483,2502.5375366210483,-2502.5375366210483,0.0,1,94.7438735961914,0.9769625,1,dqn2_is_aligned,0
196,-1190.2182983071682,1190.2182983071682,-1186.460180631387,0.0,1,67.2952456841102,0.976345,13,dqn2_is_aligned,0
197,-843.9802238244828,843.9802238244828,-843.9802238244828,0.0,1,77.99210476875305,0.975965,8,dqn2_is_aligned,0
198,-1341.6019369225714,1341.6019369225714,-1347.3175130944464,0.0,1,48.44374418258667,0.9757750000000001,4,dqn2_is_aligned,0
199,-1632.862260105434,1632.862260105434,-1632.862260105434,0.0,1,65.21622721354167,0.97549,6,dqn2_is_aligned,0
200,-1194.012319679884,1194.012319679884,-1205.9734402853528,0.0,1,60.330167055130005,0.97511,8,dqn2_is_aligned,0
201,-1899.803888099627,1899.803888099627,-1899.803888099627,0.0,1,48.63926151820591,0.9747775,7,dqn2_is_aligned,0
202,-1170.860192006986,1170.860192006986,-1170.860192006986,0.0,1,47.259041213989256,0.97454,5,dqn2_is_aligned,0
203,-2501.3874816894486,2501.3874816894486,-2501.3874816894486,0.0,1,48.69073486328125,0.9744925,1,dqn2_is_aligned,0
204,-2181.9484358004897,2181.9484358004897,-2211.7418317965835,0.0,1,51.621436500549315,0.974255,5,dqn2_is_aligned,0
205,-1662.5912365815907,1662.5912365815907,-1651.8035168550282,0.0,1,69.67055206298828,0.9740175,5,dqn2_is_aligned,0
206,-2182.0976166862424,2182.0976166862424,-2180.2683320182737,0.0,1,45.97797139485677,0.9737325,6,dqn2_is_aligned,0
207,-2498.2374572753088,2498.2374572753088,-2498.2374572753088,0.0,1,56.81667709350586,0.973685,1,dqn2_is_aligned,0
208,-1229.5730390909152,1229.5730390909152,-1230.0334883096652,0.0,1,54.00800585746765,0.973305,8,dqn2_is_aligned,0
209,-1900.2291546257384,1900.2291546257384,-1899.6786175163634,0.0,1,49.828993225097655,0.9730675,5,dqn2_is_aligned,0
210,-1050.1762199369073,1050.1762199369073,-1050.1762199369073,0.0,1,49.12505799531937,0.9726875,8,dqn2_is_aligned,0
211,-1038.4795567345905,1038.4795567345905,-1045.821719820528,0.0,1,62.808317456926616,0.972355,7,dqn2_is_aligned,0
212,-2185.679298506594,2185.679298506594,-2185.9091569050315,0.0,1,55.89388792855399,0.9720225,7,dqn2_is_aligned,0
213,-813.7897826633648,813.7897826633648,-824.4666625461773,0.0,1,43.19996929168701,0.9717375,6,dqn2_is_aligned,0
214,-2184.123667215666,2184.123667215666,-2184.123667215666,0.0,1,62.89027633666992,0.9715,5,dqn2_is_aligned,0
215,-2189.55014796162,2189.55014796162,-2189.55014796162,0.0,1,59.43871917724609,0.9712625,5,dqn2_is_aligned,0
216,-1890.7125517381628,1890.7125517381628,-1888.8812529100378,0.0,1,36.60053224563599,0.9707875,10,dqn2_is_aligned,0
217,-1286.7802291407002,1286.7802291407002,-1286.7802291407002,0.0,1,22.20612684885661,0.970645,3,dqn2_is_aligned,0
218,-2514.9125671385946,2514.9125671385946,-2514.9125671385946,0.0,1,33.60677719116211,0.9705975,1,dqn2_is_aligned,0
219,-1917.2185592065466,1917.2185592065466,-1917.2185592065466,0.0,1,40.82445748647054,0.9703125,6,dqn2_is_aligned,0
220,-1885.2295202521,1885.2295202521,-1885.2295202521,0.0,1,55.81531576676802,0.96979,11,dqn2_is_aligned,0
221,-939.6671921655709,939.6671921655709,-939.6671921655709,0.0,1,40.923306179046634,0.969315,10,dqn2_is_aligned,0
222,-768.9588257558174,768.9588257558174,-768.9588257558174,0.0,1,40.93051815032959,0.9688875,9,dqn2_is_aligned,0
223,-1272.2116194908067,1272.2116194908067,-1267.0165511314317,0.0,1,39.292406463623045,0.96865,5,dqn2_is_aligned,0
224,-1048.8856663341244,1048.8856663341244,-1071.1148533458431,0.0,1,43.012003660202026,0.96827,8,dqn2_is_aligned,0
225,-1912.3522955261956,1912.3522955261956,-1912.3522955261956,0.0,1,29.975933074951172,0.9681275,3,dqn2_is_aligned,0
226,-2186.066385359111,2186.066385359111,-2186.056375593486,0.0,1,29.343368371327717,0.9678425,6,dqn2_is_aligned,0
227,-1383.5349450931876,1383.5349450931876,-1383.5349450931876,0.0,1,34.71529165903727,0.9672725,12,dqn2_is_aligned,0
